analysis_set,case_id,answer_uncertainty,answer_pairwise_distance,n_answer_clusters
bioasq_train,bioasq13b_5523dc8c7b523f2123000002,-0.0,0.020542286336421967,1
bioasq_train,bioasq13b_5710ade4cf1c32585100002c,-0.0,0.02096143178641796,1
bioasq_train,bioasq13b_532ad23ad6d3ac6a34000011,-0.0,0.06761355698108673,1
bioasq_train,bioasq13b_56b2863945561f0573000001,0.29228525323862886,0.1287165880203247,2
bioasq_train,bioasq13b_5318a6b2b166e2b80600001f,0.14118174150460758,0.04520665109157562,2
bioasq_train,bioasq13b_52bf1df903868f1b06000013,-0.0,0.01463189534842968,1
bioasq_train,bioasq13b_5319ac7fb166e2b806000033,-0.0,0.02677830681204796,1
bioasq_train,bioasq13b_534428feaeec6fbd0700000a,-0.0,0.023355284705758095,1
bioasq_train,bioasq13b_552016a36b348bb82c000018,-0.0,0.0275474414229393,1
bioasq_train,bioasq13b_532f0511d6d3ac6a34000024,-0.0,0.005639753304421902,1
bioasq_train,bioasq13b_54d9071a4b1fd0d33c000007,-0.0,0.015663811936974525,1
bioasq_train,bioasq13b_551c2cd26b348bb82c00000d,0.14118174150460758,0.03808489814400673,2
bioasq_train,bioasq13b_56e45bc651531f7e33000018,-0.0,0.03912607207894325,1
bioasq_train,bioasq13b_53319916d6d3ac6a3400003f,-0.0,0.01993694342672825,1
bioasq_train,bioasq13b_55152c0a46478f2f2c000004,-0.0,0.012485351413488388,1
bioasq_train,bioasq13b_56bb54d3ac7ad10019000006,-0.0,0.044094327837228775,1
bioasq_train,bioasq13b_5309fa5e970c65fa6b000003,-0.0,0.03229059278964996,1
bioasq_train,bioasq13b_56c23652ef6e39474100005a,-0.0,0.0009788976749405265,1
bioasq_train,bioasq13b_52f89fba2059c6d71c00004f,-0.0,0.013355023227632046,1
bioasq_train,bioasq13b_5335ebb6d6d3ac6a34000054,-0.0,0.03684098273515701,1
bioasq_train,bioasq13b_554403395beec11c10000001,-0.0,0.0011751598212867975,1
bioasq_train,bioasq13b_53175e4fb166e2b806000008,-0.0,0.0008893304620869458,1
bioasq_train,bioasq13b_5341d15dc45e133714000018,-0.0,0.0073152994737029076,1
bioasq_train,bioasq13b_55424745ed966d112c000002,0.14118174150460758,0.07174813747406006,2
bioasq_train,bioasq13b_530a34eb970c65fa6b000004,-0.0,0.0011972851352766156,1
bioasq_train,bioasq13b_570a7594cf1c325851000026,-0.0,0.008411090821027756,1
bioasq_train,bioasq13b_56a8b1a5a17756b72f000004,-0.0,0.022796103730797768,1
bioasq_train,bioasq13b_530cefaaad0bf1360c000006,-0.0,0.008669015020132065,1
bioasq_train,bioasq13b_55476a3ff35db75526000003,-0.0,0.05017032474279404,1
bioasq_train,bioasq13b_530cefaaad0bf1360c000009,-0.0,0.02054258994758129,1
bioasq_train,bioasq13b_52fa74252059c6d71c00005b,0.34822537285722394,0.08743628114461899,3
bioasq_train,bioasq13b_56f3f94109dd18d46b000001,-0.0,0.03007836826145649,1
bioasq_train,bioasq13b_530cefaaad0bf1360c00000b,-0.0,0.0024887125473469496,1
bioasq_train,bioasq13b_54f09a5894afd6150400001c,-0.0,0.015942316502332687,1
bioasq_train,bioasq13b_530cefaaad0bf1360c00000e,-0.0,0.019467627629637718,1
bioasq_train,bioasq13b_533c3571c45e133714000005,-0.0,0.0366942398250103,1
bioasq_train,bioasq13b_54f1e887c409818c32000004,-0.0,0.01623087003827095,1
bioasq_train,bioasq13b_52e204a998d0239505000012,-0.0,0.0434221550822258,1
bioasq_train,bioasq13b_5357a514f1005d6b58000003,-0.0,0.04428255185484886,1
bioasq_train,bioasq13b_5321bc029b2d7acc7e00000c,0.14118174150460758,0.06555075943470001,2
bioasq_train,bioasq13b_530b01a6970c65fa6b000008,-0.0,0.014049896039068699,1
bioasq_train,bioasq13b_5314c045dae131f847000007,-0.0,0.0012989150127395988,1
bioasq_train,bioasq13b_54f4914bd0d681a040000001,-0.0,0.024632850661873817,1
bioasq_train,bioasq13b_550313aae9bde6963400001f,-0.0,0.022052284330129623,1
bioasq_train,bioasq13b_551177626a8cde6b72000005,-0.0,0.03677785024046898,1
bioasq_train,bioasq13b_52fc94ae2059c6d71c000073,-0.0,0.006277851294726133,1
bioasq_train,bioasq13b_54fc3cf410565e080c000001,-0.0,0.027346938848495483,1
bioasq_train,bioasq13b_56cafb1b5795f9a73e00002f,-0.0,0.0013913061702623963,1
bioasq_train,bioasq13b_533175add6d3ac6a3400003c,-0.0,0.005813418421894312,1
bioasq_train,bioasq13b_53175f0bb166e2b80600000c,0.29228525323862886,0.07355210185050964,2
bioasq_train,bioasq13b_56c234a4ef6e394741000059,-0.0,0.012523138895630836,1
bioasq_train,bioasq13b_533eba45c45e133714000014,-0.0,0.06326813250780106,1
bioasq_train,bioasq13b_54eded8c94afd6150400000c,-0.0,0.045495256781578064,1
bioasq_train,bioasq13b_55435a46ed966d112c000006,-0.0,0.033847156912088394,1
bioasq_train,bioasq13b_54fc48bb6ea36a810c000002,-0.0,0.017293699085712433,1
bioasq_train,bioasq13b_532ad4b4d6d3ac6a34000012,0.6535212480354062,0.1784583479166031,5
bioasq_train,bioasq13b_56a3a6c9496b62f23f000008,-0.0,0.0029515624046325684,1
bioasq_train,bioasq13b_56b469448525abca1e000007,-0.0,0.016613030806183815,1
bioasq_train,bioasq13b_57167625cb4ef8864c000006,-0.0,0.033634722232818604,1
bioasq_train,bioasq13b_54ede5a494afd61504000005,-0.0,0.04639635235071182,1
bioasq_train,bioasq13b_52f385052059c6d71c000011,-0.0,0.023196175694465637,1
bioasq_train,bioasq13b_52f88a062059c6d71c000032,-0.0,0.05056016147136688,1
bioasq_train,bioasq13b_530b7ae4970c65fa6b00000b,-0.0,0.028537306934595108,1
bioasq_train,bioasq13b_5325b0419b2d7acc7e000026,-0.0,0.004702283069491386,1
bioasq_train,bioasq13b_56c2fbd91e69116444000001,-0.0,0.0404055118560791,1
bioasq_train,bioasq13b_5507fc114b2a315d41000003,-0.0,0.03206765651702881,1
bioasq_train,bioasq13b_54d8e59f4b1fd0d33c000001,-0.0,0.006301691755652428,1
bioasq_train,bioasq13b_57169a49cb4ef8864c00000a,-0.0,0.03558945283293724,1
bioasq_train,bioasq13b_54d8efb84b1fd0d33c000003,-0.0,0.009003103710711002,1
bioasq_train,bioasq13b_54edf27e94afd61504000010,-0.0,0.03415758162736893,1
bioasq_train,bioasq13b_52b2f1014003448f5500000a,-0.0,0.04424666985869408,1
bioasq_train,bioasq13b_54ede34694afd61504000004,-0.0,0.0010464045917615294,1
bioasq_train,bioasq13b_5314ad66dae131f847000004,-0.0,0.03930654004216194,1
bioasq_train,bioasq13b_56d1ddd267f0cb3d66000008,-0.0,0.015044976957142353,1
bioasq_train,bioasq13b_553d0c1df321868558000014,-0.0,0.004355432000011206,1
bioasq_train,bioasq13b_552033206b348bb82c00001b,-0.0,0.06774652004241943,1
bioasq_train,bioasq13b_56ae5a8a0a360a5e4500000b,-0.0,0.018130330368876457,1
bioasq_train,bioasq13b_5318813ab166e2b806000016,-0.0,0.003227659035474062,1
bioasq_train,bioasq13b_55031406e9bde69634000021,-0.0,0.026091808453202248,1
bioasq_train,bioasq13b_571394701174fb175500000c,-0.0,0.009072385728359222,1
bioasq_train,bioasq13b_551d8b3a6b348bb82c000011,-0.0,0.022095872089266777,1
bioasq_train,bioasq13b_551173c26a8cde6b72000004,-0.0,0.01887684315443039,1
bioasq_train,bioasq13b_56f82a39cf1c325851000001,-0.0,0.02169921062886715,1
bioasq_train,bioasq13b_530cf22aa177c6630c000001,0.14118174150460758,0.06187702715396881,2
bioasq_train,bioasq13b_56acda7c0a360a5e45000005,-0.0,0.012532870285212994,1
bioasq_train,bioasq13b_55167dec46478f2f2c00000a,-0.0,0.021539775654673576,1
bioasq_train,bioasq13b_532f06e6d6d3ac6a34000028,-0.0,0.004583567846566439,1
bioasq_train,bioasq13b_54fd5dd86ad7dcbc12000008,-0.0,0.038452282547950745,1
bioasq_train,bioasq13b_54f08fa494afd61504000017,-0.0,0.04185265302658081,1
bioasq_train,bioasq13b_54da21bf4b1fd0d33c00000d,-0.0,0.03020591288805008,1
bioasq_train,bioasq13b_55031d82e9bde6963400002c,-0.0,0.03677096217870712,1
bioasq_train,bioasq13b_55253d7087ecba3764000008,-0.0,0.028147002682089806,1
bioasq_train,bioasq13b_56b77a866e3f8eaf4c000004,-0.0,0.011931954883038998,1
bioasq_train,bioasq13b_56c8efef5795f9a73e000019,-0.0,0.04160352423787117,1
bioasq_train,bioasq13b_5319a7f2b166e2b80600002a,-0.0,0.005680219270288944,1
bioasq_train,bioasq13b_53482bfcaeec6fbd07000010,-0.0,0.005967214237898588,1
bioasq_train,bioasq13b_5507ea9a0195c16935000008,-0.0,0.0071505652740597725,1
bioasq_train,bioasq13b_56cdf4fe5795f9a73e000044,-0.0,0.0017580906860530376,1
bioasq_train,bioasq13b_553cf397f321868558000010,0.14118174150460758,0.0711672231554985,2
bioasq_train,bioasq13b_531881acb166e2b806000017,-0.0,0.04835452139377594,1
bioasq_train,bioasq13b_553e07caf321868558000016,-0.0,0.06722477823495865,1
bioasq_train,bioasq13b_56e844c442442bac75000002,-0.0,0.018459651619195938,1
bioasq_train,bioasq13b_56f403d009dd18d46b000004,0.14118174150460758,0.037328340113162994,2
bioasq_train,bioasq13b_56a3a8c7496b62f23f000009,-0.0,0.02163773961365223,1
bioasq_train,bioasq13b_52fb20a32059c6d71c00005d,-0.0,0.005849035456776619,1
bioasq_train,bioasq13b_52d783bf98d0239505000001,-0.0,0.049113523215055466,1
bioasq_train,bioasq13b_56c1f00fef6e394741000040,-0.0,0.060432128608226776,1
bioasq_train,bioasq13b_533c394ec45e13371400000c,-0.0,0.042260970920324326,1
bioasq_train,bioasq13b_5319a80fb166e2b80600002b,0.14118174150460758,0.03934691101312637,2
bioasq_train,bioasq13b_5312f0f0e3eabad02100000d,-0.0,0.001034000189974904,1
bioasq_train,bioasq13b_52f3a9ef2059c6d71c000012,-0.0,0.013446148484945297,1
bioasq_train,bioasq13b_56d2ae19f22319765a000006,-0.0,0.03662009909749031,1
bioasq_train,bioasq13b_5722027a0fd6f91b68000014,-0.0,0.003033367684110999,1
bioasq_train,bioasq13b_530d7e8a38c1322806000001,-0.0,0.036422230303287506,1
bioasq_train,bioasq13b_54e221f6ae9738404b000010,-0.0,0.046486251056194305,1
bioasq_train,bioasq13b_56c097deef6e394741000027,0.2775280104064451,0.08899535238742828,3
bioasq_train,bioasq13b_5318985eb166e2b80600001d,-0.0,0.00627164589241147,1
bioasq_train,bioasq13b_5508453a4b2a315d41000008,-0.0,0.024148263037204742,1
bioasq_train,bioasq13b_55414e4f472cfd8617000002,-0.0,0.014482674188911915,1
bioasq_train,bioasq13b_56afa7fd0a360a5e45000016,-0.0,0.029410839080810547,1
bioasq_train,bioasq13b_5710a51bcf1c325851000029,-0.0,0.06650887429714203,1
bioasq_train,bioasq13b_56c1d84aef6e394741000030,-0.0,0.010443721897900105,1
bioasq_train,bioasq13b_56c1d85fef6e394741000036,-0.0,0.04566793516278267,1
bioasq_train,bioasq13b_5172f8118ed59a060a000019,0.29228525323862886,0.10108049213886261,2
bioasq_train,bioasq13b_52d3cc5203868f1b06000037,-0.0,0.04904155805706978,1
bioasq_train,bioasq13b_530e42bf5937551c09000005,-0.0,0.015724141150712967,1
bioasq_train,bioasq13b_52f4f2082059c6d71c00001d,-0.0,0.034852463752031326,1
bioasq_train,bioasq13b_54d892ee014675820d000005,-0.0,0.0,1
bioasq_train,bioasq13b_530cf54dab4de4de0c000009,-0.0,0.03095407411456108,1
bioasq_train,bioasq13b_56c1f011ef6e394741000042,-0.0,0.030497558414936066,1
bioasq_train,bioasq13b_56e0813651531f7e33000010,-0.0,0.04797125235199928,1
bioasq_train,bioasq13b_53355714d6d3ac6a34000045,-0.0,0.056111376732587814,1
bioasq_train,bioasq13b_5509b6d22e93f0133a000005,0.21732201127364886,0.054672881960868835,2
bioasq_train,bioasq13b_56c9f9d95795f9a73e00001e,-0.0,0.01540773082524538,1
bioasq_train,bioasq13b_569e7e99ceceede94d000003,-0.0,0.03492001071572304,1
bioasq_train,bioasq13b_569e6c68ca240fa209000001,-0.0,0.03747101500630379,1
bioasq_train,bioasq13b_56c322d750c68dd416000004,-0.0,0.02691478282213211,1
bioasq_train,bioasq13b_56c06ef5ef6e39474100001e,-0.0,0.06773313134908676,1
bioasq_train,bioasq13b_553a9aa3f321868558000004,-0.0,0.02227925695478916,1
bioasq_train,bioasq13b_56b8a525156496395c000002,-0.0,0.009907236322760582,1
bioasq_train,bioasq13b_56f3eebd2ac5ed1459000016,-0.0,0.005013095214962959,1
bioasq_train,bioasq13b_56ecffd62ac5ed1459000003,-0.0,0.05201717093586922,1
bioasq_train,bioasq13b_550331abe9bde69634000037,-0.0,0.021172532811760902,1
bioasq_train,bioasq13b_5525317687ecba3764000007,-0.0,0.018447410315275192,1
bioasq_train,bioasq13b_54fc4e2e6ea36a810c000003,-0.0,0.01385483704507351,1
bioasq_train,bioasq13b_54dfcdf81388e8454a00000a,-0.0,0.03835131973028183,1
bioasq_train,bioasq13b_56accec70a360a5e45000003,-0.0,0.01331571489572525,1
bioasq_train,bioasq13b_56cad5df5795f9a73e000020,-0.0,0.01026496384292841,1
bioasq_train,bioasq13b_56f3f2072ac5ed1459000018,-0.0,0.03829854726791382,1
bioasq_train,bioasq13b_5713394af9287de436000001,-0.0,0.02657805010676384,1
bioasq_train,bioasq13b_54e1c5d5ae9738404b00000b,-0.0,0.008219053968787193,1
bioasq_train,bioasq13b_570906fecf1c325851000010,-0.0,0.008097299374639988,1
bioasq_train,bioasq13b_56f55cc809dd18d46b000008,0.14118174150460758,0.05972715839743614,2
bioasq_train,bioasq13b_571f30c40fd6f91b68000002,0.14118174150460758,0.0383470319211483,2
bioasq_train,bioasq13b_531e01ff267d7dd05300000e,-0.0,0.01297849789261818,1
bioasq_train,bioasq13b_56d046813975bb303a00000f,0.14118174150460758,0.04808153584599495,2
bioasq_train,bioasq13b_55391b2cbc4f83e828000017,-0.0,0.028295151889324188,1
bioasq_train,bioasq13b_54dc8ed6c0bb8dce23000002,-0.0,0.01965656504034996,1
bioasq_train,bioasq13b_52bf1f5f03868f1b06000017,0.14118174150460758,0.052306003868579865,2
bioasq_train,bioasq13b_5518e7a7622b194345000002,-0.0,0.008946355432271957,1
bioasq_train,bioasq13b_56eaf4e6107309bc2f000001,-0.0,0.019187558442354202,1
bioasq_train,bioasq13b_56b8ccc5156496395c000003,-0.0,0.004490633960813284,1
bioasq_train,bioasq13b_53175e68b166e2b806000009,-0.0,0.04212312027812004,1
bioasq_train,bioasq13b_52ed264a98d023950500002f,0.2652949955741215,0.07533140480518341,2
bioasq_train,bioasq13b_56f82f9acf1c325851000002,-0.0,0.0319061279296875,1
bioasq_train,bioasq13b_56bce63cd36b5da37800000b,-0.0,0.02165580913424492,1
bioasq_train,bioasq13b_530a3f8a970c65fa6b000006,-0.0,0.017010094597935677,1
bioasq_train,bioasq13b_56e0869351531f7e33000011,-0.0,0.007069586310535669,1
bioasq_train,bioasq13b_56b9cabbac7ad10019000002,-0.0,0.007139701396226883,1
bioasq_train,bioasq13b_52fb19ab2059c6d71c00005c,-0.0,0.02210315503180027,1
bioasq_train,bioasq13b_56c8f7445795f9a73e00001b,-0.0,2.119276309997531e-08,1
bioasq_train,bioasq13b_535d7c247d100faa09000006,0.2775280104064451,0.10137241333723068,3
bioasq_train,bioasq13b_5318798bb166e2b806000014,-0.0,0.027105916291475296,1
bioasq_train,bioasq13b_57152ebbcb4ef8864c000002,0.14118174150460758,0.02260495349764824,2
bioasq_train,bioasq13b_56acd7530a360a5e45000004,-0.0,0.01938578486442566,1
bioasq_train,bioasq13b_55479102f35db75526000004,-0.0,0.0349312424659729,1
bioasq_train,bioasq13b_530f72fd329f5fcf1e000003,-0.0,0.025484958663582802,1
bioasq_train,bioasq13b_55391825bc4f83e828000016,-0.0,0.026195023208856583,1
bioasq_train,bioasq13b_56f6d4ed09dd18d46b000010,-0.0,0.012989806942641735,1
bioasq_train,bioasq13b_56c4bbfdb04e159d0e000002,-0.0,0.044497184455394745,1
bioasq_train,bioasq13b_532f03e6d6d3ac6a34000022,0.30102999566398114,0.0714699849486351,2
bioasq_train,bioasq13b_530e1b205937551c09000003,0.21732201127364886,0.06176953390240669,2
bioasq_train,bioasq13b_54d8e319014675820d000009,-0.0,0.003482743166387081,1
bioasq_train,bioasq13b_52f348542059c6d71c00000f,-0.0,0.023273393511772156,1
bioasq_train,bioasq13b_56c331aa50c68dd416000005,0.38997287335391506,0.10862398147583008,3
bioasq_train,bioasq13b_56c1f027ef6e394741000049,-0.0,0.01802804134786129,1
bioasq_train,bioasq13b_56bcd422d36b5da378000005,-0.0,0.015077004209160805,1
bioasq_train,bioasq13b_5549de44f35db7552600000c,-0.0,0.0169831495732069,1
bioasq_train,bioasq13b_5541297f182542114d000001,-0.0,0.010824493132531643,1
bioasq_train,bioasq13b_56d2adc5f22319765a000005,-0.0,0.03744294494390488,1
bioasq_train,bioasq13b_571f2e8e0fd6f91b68000001,-0.0,0.008252313360571861,1
bioasq_train,bioasq13b_5710ed19a5ed216440000003,-0.0,0.02889052778482437,1
bioasq_train,bioasq13b_550300fce9bde6963400000a,-0.0,0.04737567901611328,1
bioasq_train,bioasq13b_5502fe13e9bde69634000009,-0.0,0.07080600410699844,1
bioasq_train,bioasq13b_54fc27a896abe38008000002,-0.0,0.008952649310231209,1
bioasq_train,bioasq13b_5335c938d6d3ac6a34000052,-0.0,0.012227194383740425,1
bioasq_train,bioasq13b_5717e0717de986d80d000002,-0.0,0.033848658204078674,1
bioasq_train,bioasq13b_5713506d1174fb1755000003,-0.0,0.0063944049179553986,1
bioasq_train,bioasq13b_52f65f372059c6d71c000027,-0.0,0.01374188531190157,1
bioasq_train,bioasq13b_53442472aeec6fbd07000008,-0.0,0.013681931421160698,1
bioasq_train,bioasq13b_55074fa8bde8548216000003,-0.0,0.015574546530842781,1
bioasq_train,bioasq13b_570a8dcfcf1c325851000027,-0.0,0.0313146598637104,1
bioasq_train,bioasq13b_552446612c8b63434a00000c,-0.0,0.008366049267351627,1
bioasq_train,bioasq13b_553f5a20ab98a37113000006,-0.0,0.05260288342833519,1
bioasq_train,bioasq13b_56c904745795f9a73e00001c,-0.0,0.00913934875279665,1
bioasq_train,bioasq13b_5503167be9bde69634000028,-0.0,0.018181074410676956,1
bioasq_train,bioasq13b_56c036afef6e394741000019,-0.0,0.03143959119915962,1
bioasq_train,bioasq13b_5710eec5a5ed216440000004,-0.0,0.07348574697971344,1
bioasq_train,bioasq13b_551ae73b6b348bb82c000001,-0.0,0.0016914407024160028,1
bioasq_train,bioasq13b_54f2f81664850a5854000003,-0.0,0.0028419322334229946,1
bioasq_train,bioasq13b_56c1f031ef6e39474100004e,-0.0,0.011524464003741741,1
bioasq_train,bioasq13b_535917f3c95abccd6f000001,-0.0,0.025533242151141167,1
bioasq_train,bioasq13b_5544e4635beec11c10000007,-0.0,0.037880875170230865,1
bioasq_train,bioasq13b_56af573b0a360a5e45000011,-0.0,0.011297909542918205,1
bioasq_train,bioasq13b_553ccbaef32186855800000f,0.30102999566398114,0.07722997665405273,2
bioasq_train,bioasq13b_56c0ea0aef6e394741000029,-0.0,0.025173816829919815,1
bioasq_train,bioasq13b_56a38f9b496b62f23f000004,-0.0,0.031290482729673386,1
bioasq_train,bioasq13b_5324d0429b2d7acc7e000023,-0.0,0.03824781998991966,1
bioasq_train,bioasq13b_56be14c7ef6e39474100000a,-0.0,0.037519074976444244,1
bioasq_train,bioasq13b_54fc58df6ea36a810c000004,-0.0,0.029699621722102165,1
bioasq_train,bioasq13b_56bf4035ef6e394741000010,-0.0,0.04080185294151306,1
bioasq_train,bioasq13b_52fc94932059c6d71c000072,-0.0,0.0028198242653161287,1
bioasq_train,bioasq13b_55032785e9bde69634000031,0.29228525323862886,0.07348764687776566,2
bioasq_train,bioasq13b_533ada5efd9a95ea0d000001,-0.0,0.05845288559794426,1
bioasq_train,bioasq13b_54f48cb74e9bf3263f000001,-0.0,0.022240791469812393,1
bioasq_train,bioasq13b_532f043ed6d3ac6a34000023,-0.0,0.036587391048669815,1
bioasq_train,bioasq13b_5545d847bf90a13052000006,-0.0,0.0001485003303969279,1
bioasq_train,bioasq13b_5541ffc3472cfd8617000004,0.2652949955741215,0.08275092393159866,2
bioasq_train,bioasq13b_54f0985994afd6150400001a,0.21732201127364886,0.05967780202627182,2
bioasq_train,bioasq13b_56af7b820a360a5e45000014,-0.0,0.035649094730615616,1
bioasq_train,bioasq13b_5709f646cf1c325851000021,-0.0,0.036566268652677536,1
bioasq_train,bioasq13b_5509ba931180f13250000001,0.38997287335391506,0.1533098816871643,3
bioasq_train,bioasq13b_5325a1a69b2d7acc7e000025,-0.0,0.007152909878641367,1
bioasq_train,bioasq13b_54f1e4d0c409818c32000002,-0.0,0.015707185491919518,1
bioasq_train,bioasq13b_56bf5b0cef6e394741000014,-0.0,0.03723214194178581,1
bioasq_train,bioasq13b_56c3104c50c68dd416000001,-0.0,0.008370512165129185,1
bioasq_train,bioasq13b_56c07ef5ef6e394741000023,0.30102999566398114,0.07520781457424164,2
bioasq_train,bioasq13b_52f89a002059c6d71c00004c,-0.0,0.02515900880098343,1
bioasq_train,bioasq13b_56c1f033ef6e39474100004f,-0.0,0.05280940979719162,1
bioasq_train,bioasq13b_54cf42bdf693c3b16b000007,-0.0,0.02441682294011116,1
bioasq_train,bioasq13b_530f7d7fe3eabad021000002,-0.0,0.022361071780323982,1
bioasq_train,bioasq13b_5544da8f5beec11c10000004,-0.0,0.009914607740938663,1
bioasq_train,bioasq13b_56ebee26107309bc2f000002,-0.0,0.04999149218201637,1
bioasq_train,bioasq13b_52f7c91f2059c6d71c00002e,-0.0,0.0085557596758008,1
bioasq_train,bioasq13b_54d7b457e19bba8909000004,-0.0,0.002754680346697569,1
bioasq_train,bioasq13b_54dfce9b1388e8454a00000b,-0.0,0.04163534939289093,1
bioasq_train,bioasq13b_553ba7b7f321868558000006,-0.0,0.022856486961245537,1
bioasq_train,bioasq13b_532f05a5d6d3ac6a34000025,-0.0,0.043636854737997055,1
bioasq_train,bioasq13b_553c8fd1f32186855800000a,-0.0,0.045245397835969925,1
bioasq_train,bioasq13b_57092f9bcf1c32585100001b,-0.0,0.04851335287094116,1
bioasq_train,bioasq13b_553a761cf321868558000001,-0.0,0.02859741821885109,1
bioasq_train,bioasq13b_54edf1ee94afd6150400000f,-0.0,0.012152091600000858,1
bioasq_train,bioasq13b_571f356f0fd6f91b68000006,-0.0,0.016157682985067368,1
bioasq_train,bioasq13b_56bce51cd36b5da37800000a,0.2652949955741215,0.07973912358283997,2
bioasq_train,bioasq13b_5324d12b9b2d7acc7e000024,-0.0,0.008425440639257431,1
bioasq_train,bioasq13b_5319a83bb166e2b80600002c,-0.0,0.0770556628704071,1
bioasq_train,bioasq13b_52ed27c098d0239505000030,-0.0,0.015557757578790188,1
bioasq_train,bioasq13b_551af9106b348bb82c000002,-0.0,0.027953246608376503,1
bioasq_train,bioasq13b_54edeb4394afd6150400000b,-0.0,0.03684408962726593,1
bioasq_train,bioasq13b_52f1287d2059c6d71c000008,-0.0,0.02376231923699379,1
bioasq_train,bioasq13b_550889db098a1b487b000005,-0.0,0.002875175792723894,1
bioasq_train,bioasq13b_554500065beec11c1000000b,-0.0,0.021821895614266396,1
bioasq_train,bioasq13b_56d03a4d3975bb303a00000c,-0.0,0.0110414307564497,1
bioasq_train,bioasq13b_5539062dbc4f83e828000013,-0.0,0.0037890977691859007,1
bioasq_train,bioasq13b_54f616cd5f206a0c0600000c,-0.0,0.010873885825276375,1
bioasq_train,bioasq13b_56c5ade15795f9a73e000003,-0.0,0.042132697999477386,1
bioasq_train,bioasq13b_56f157a52ac5ed1459000011,-0.0,0.05015251785516739,1
bioasq_train,bioasq13b_56cafca85795f9a73e000030,-0.0,0.02769828401505947,1
bioasq_train,bioasq13b_532ad531d6d3ac6a34000013,-0.0,0.03476602956652641,1
bioasq_train,bioasq13b_57092635cf1c325851000019,-0.0,0.039307110011577606,1
bioasq_train,bioasq13b_56cd765b5795f9a73e000038,-0.0,0.04309076443314552,1
bioasq_train,bioasq13b_5509ce9ec2af5d5b70000001,-0.0,0.03743673861026764,1
bioasq_train,bioasq13b_56d12d643975bb303a000014,-0.0,0.0097994115203619,1
bioasq_train,bioasq13b_5319a73cb166e2b806000026,-0.0,0.01767989993095398,1
bioasq_train,bioasq13b_54d776453706e89528000018,-0.0,0.036305539309978485,1
bioasq_train,bioasq13b_534289851eccfd0633000001,-0.0,0.01588694006204605,1
bioasq_train,bioasq13b_52f124a12059c6d71c000006,-0.0,0.05710602179169655,1
bioasq_train,bioasq13b_587f57f692a5b8ad44000002,-0.0,0.032846953719854355,1
bioasq_train,bioasq13b_5881f0f1713cbdfd3d000004,-0.0,0.03374023362994194,1
bioasq_train,bioasq13b_58a5d7ef60087bc10a000026,-0.0,0.014718197286128998,1
bioasq_train,bioasq13b_58a874c338c171fb5b000003,-0.0,0.023166349157691002,1
bioasq_train,bioasq13b_58a3160d60087bc10a00000a,-0.0,0.018013112246990204,1
bioasq_train,bioasq13b_58837dd72305cd7e21000003,-0.0,0.011032182723283768,1
bioasq_train,bioasq13b_58962dac78275d0c4a000005,-0.0,0.00240573612973094,1
bioasq_train,bioasq13b_58a3261e60087bc10a00000c,-0.0,0.022704368457198143,1
