analysis_set,case_id,threshold,answer_uncertainty,n_answer_clusters
bioasq_train,bioasq13b_56c3323a50c68dd416000009,0.25,-0.0,1
bioasq_train,bioasq13b_56c3323a50c68dd416000009,0.3,-0.0,1
bioasq_train,bioasq13b_56cf413f3975bb303a000009,0.05,-0.0,1
bioasq_train,bioasq13b_56cf413f3975bb303a000009,0.1,-0.0,1
bioasq_train,bioasq13b_56cf413f3975bb303a000009,0.15,-0.0,1
bioasq_train,bioasq13b_56cf413f3975bb303a000009,0.2,-0.0,1
bioasq_train,bioasq13b_56cf413f3975bb303a000009,0.25,-0.0,1
bioasq_train,bioasq13b_56cf413f3975bb303a000009,0.3,-0.0,1
bioasq_train,bioasq13b_5357bd56f1005d6b58000009,0.05,-0.0,1
bioasq_train,bioasq13b_5357bd56f1005d6b58000009,0.1,-0.0,1
bioasq_train,bioasq13b_5357bd56f1005d6b58000009,0.15,-0.0,1
bioasq_train,bioasq13b_5357bd56f1005d6b58000009,0.2,-0.0,1
bioasq_train,bioasq13b_5357bd56f1005d6b58000009,0.25,-0.0,1
bioasq_train,bioasq13b_5357bd56f1005d6b58000009,0.3,-0.0,1
bioasq_train,bioasq13b_56c1d848ef6e39474100002f,0.05,-0.0,1
bioasq_train,bioasq13b_56c1d848ef6e39474100002f,0.1,-0.0,1
bioasq_train,bioasq13b_56c1d848ef6e39474100002f,0.15,-0.0,1
bioasq_train,bioasq13b_56c1d848ef6e39474100002f,0.2,-0.0,1
bioasq_train,bioasq13b_56c1d848ef6e39474100002f,0.25,-0.0,1
bioasq_train,bioasq13b_56c1d848ef6e39474100002f,0.3,-0.0,1
bioasq_train,bioasq13b_53312464d6d3ac6a3400003a,0.05,0.14118174150460758,2
bioasq_train,bioasq13b_53312464d6d3ac6a3400003a,0.1,-0.0,1
bioasq_train,bioasq13b_53312464d6d3ac6a3400003a,0.15,-0.0,1
bioasq_train,bioasq13b_53312464d6d3ac6a3400003a,0.2,-0.0,1
bioasq_train,bioasq13b_53312464d6d3ac6a3400003a,0.25,-0.0,1
bioasq_train,bioasq13b_53312464d6d3ac6a3400003a,0.3,-0.0,1
bioasq_train,bioasq13b_56ae35bc0a360a5e45000007,0.05,-0.0,1
bioasq_train,bioasq13b_56ae35bc0a360a5e45000007,0.1,-0.0,1
bioasq_train,bioasq13b_56ae35bc0a360a5e45000007,0.15,-0.0,1
bioasq_train,bioasq13b_56ae35bc0a360a5e45000007,0.2,-0.0,1
bioasq_train,bioasq13b_56ae35bc0a360a5e45000007,0.25,-0.0,1
bioasq_train,bioasq13b_56ae35bc0a360a5e45000007,0.3,-0.0,1
bioasq_train,bioasq13b_54fc97b86ad7dcbc12000002,0.05,-0.0,1
bioasq_train,bioasq13b_54fc97b86ad7dcbc12000002,0.1,-0.0,1
bioasq_train,bioasq13b_54fc97b86ad7dcbc12000002,0.15,-0.0,1
bioasq_train,bioasq13b_54fc97b86ad7dcbc12000002,0.2,-0.0,1
bioasq_train,bioasq13b_54fc97b86ad7dcbc12000002,0.25,-0.0,1
bioasq_train,bioasq13b_54fc97b86ad7dcbc12000002,0.3,-0.0,1
bioasq_train,bioasq13b_56ccae765795f9a73e000035,0.05,-0.0,1
bioasq_train,bioasq13b_56ccae765795f9a73e000035,0.1,-0.0,1
bioasq_train,bioasq13b_56ccae765795f9a73e000035,0.15,-0.0,1
bioasq_train,bioasq13b_56ccae765795f9a73e000035,0.2,-0.0,1
bioasq_train,bioasq13b_56ccae765795f9a73e000035,0.25,-0.0,1
bioasq_train,bioasq13b_56ccae765795f9a73e000035,0.3,-0.0,1
bioasq_train,bioasq13b_56f112932ac5ed145900000d,0.05,0.55583362792012,4
bioasq_train,bioasq13b_56f112932ac5ed145900000d,0.1,-0.0,1
bioasq_train,bioasq13b_56f112932ac5ed145900000d,0.15,-0.0,1
bioasq_train,bioasq13b_56f112932ac5ed145900000d,0.2,-0.0,1
bioasq_train,bioasq13b_56f112932ac5ed145900000d,0.25,-0.0,1
bioasq_train,bioasq13b_56f112932ac5ed145900000d,0.3,-0.0,1
bioasq_train,bioasq13b_57169662cb4ef8864c000008,0.05,0.38997287335391506,3
bioasq_train,bioasq13b_57169662cb4ef8864c000008,0.1,0.14118174150460758,2
bioasq_train,bioasq13b_57169662cb4ef8864c000008,0.15,-0.0,1
bioasq_train,bioasq13b_57169662cb4ef8864c000008,0.2,-0.0,1
bioasq_train,bioasq13b_57169662cb4ef8864c000008,0.25,-0.0,1
bioasq_train,bioasq13b_57169662cb4ef8864c000008,0.3,-0.0,1
bioasq_train,bioasq13b_54f57892d0d681a040000009,0.05,0.29228525323862886,2
bioasq_train,bioasq13b_54f57892d0d681a040000009,0.1,-0.0,1
bioasq_train,bioasq13b_54f57892d0d681a040000009,0.15,-0.0,1
bioasq_train,bioasq13b_54f57892d0d681a040000009,0.2,-0.0,1
bioasq_train,bioasq13b_54f57892d0d681a040000009,0.25,-0.0,1
bioasq_train,bioasq13b_54f57892d0d681a040000009,0.3,-0.0,1
bioasq_train,bioasq13b_56a7d5afa17756b72f000002,0.05,0.30102999566398114,2
bioasq_train,bioasq13b_56a7d5afa17756b72f000002,0.1,-0.0,1
bioasq_train,bioasq13b_56a7d5afa17756b72f000002,0.15,-0.0,1
bioasq_train,bioasq13b_56a7d5afa17756b72f000002,0.2,-0.0,1
bioasq_train,bioasq13b_56a7d5afa17756b72f000002,0.25,-0.0,1
bioasq_train,bioasq13b_56a7d5afa17756b72f000002,0.3,-0.0,1
bioasq_train,bioasq13b_53188c12b166e2b80600001a,0.05,-0.0,1
bioasq_train,bioasq13b_53188c12b166e2b80600001a,0.1,-0.0,1
bioasq_train,bioasq13b_53188c12b166e2b80600001a,0.15,-0.0,1
bioasq_train,bioasq13b_53188c12b166e2b80600001a,0.2,-0.0,1
bioasq_train,bioasq13b_53188c12b166e2b80600001a,0.25,-0.0,1
bioasq_train,bioasq13b_53188c12b166e2b80600001a,0.3,-0.0,1
bioasq_train,bioasq13b_5523dc8c7b523f2123000002,0.05,-0.0,1
bioasq_train,bioasq13b_5523dc8c7b523f2123000002,0.1,-0.0,1
bioasq_train,bioasq13b_5523dc8c7b523f2123000002,0.15,-0.0,1
bioasq_train,bioasq13b_5523dc8c7b523f2123000002,0.2,-0.0,1
bioasq_train,bioasq13b_5523dc8c7b523f2123000002,0.25,-0.0,1
bioasq_train,bioasq13b_5523dc8c7b523f2123000002,0.3,-0.0,1
bioasq_train,bioasq13b_5710ade4cf1c32585100002c,0.05,-0.0,1
bioasq_train,bioasq13b_5710ade4cf1c32585100002c,0.1,-0.0,1
bioasq_train,bioasq13b_5710ade4cf1c32585100002c,0.15,-0.0,1
bioasq_train,bioasq13b_5710ade4cf1c32585100002c,0.2,-0.0,1
bioasq_train,bioasq13b_5710ade4cf1c32585100002c,0.25,-0.0,1
bioasq_train,bioasq13b_5710ade4cf1c32585100002c,0.3,-0.0,1
bioasq_train,bioasq13b_532ad23ad6d3ac6a34000011,0.05,0.5073786214160918,4
bioasq_train,bioasq13b_532ad23ad6d3ac6a34000011,0.1,-0.0,1
bioasq_train,bioasq13b_532ad23ad6d3ac6a34000011,0.15,-0.0,1
bioasq_train,bioasq13b_532ad23ad6d3ac6a34000011,0.2,-0.0,1
bioasq_train,bioasq13b_532ad23ad6d3ac6a34000011,0.25,-0.0,1
bioasq_train,bioasq13b_532ad23ad6d3ac6a34000011,0.3,-0.0,1
bioasq_train,bioasq13b_56b2863945561f0573000001,0.05,0.7364516253185087,6
bioasq_train,bioasq13b_56b2863945561f0573000001,0.1,0.29228525323862886,2
bioasq_train,bioasq13b_56b2863945561f0573000001,0.15,0.29228525323862886,2
bioasq_train,bioasq13b_56b2863945561f0573000001,0.2,-0.0,1
bioasq_train,bioasq13b_56b2863945561f0573000001,0.25,-0.0,1
bioasq_train,bioasq13b_56b2863945561f0573000001,0.3,-0.0,1
bioasq_train,bioasq13b_5318a6b2b166e2b80600001f,0.05,0.14118174150460758,2
bioasq_train,bioasq13b_5318a6b2b166e2b80600001f,0.1,0.14118174150460758,2
bioasq_train,bioasq13b_5318a6b2b166e2b80600001f,0.15,-0.0,1
bioasq_train,bioasq13b_5318a6b2b166e2b80600001f,0.2,-0.0,1
bioasq_train,bioasq13b_5318a6b2b166e2b80600001f,0.25,-0.0,1
bioasq_train,bioasq13b_5318a6b2b166e2b80600001f,0.3,-0.0,1
bioasq_train,bioasq13b_52bf1df903868f1b06000013,0.05,-0.0,1
bioasq_train,bioasq13b_52bf1df903868f1b06000013,0.1,-0.0,1
bioasq_train,bioasq13b_52bf1df903868f1b06000013,0.15,-0.0,1
bioasq_train,bioasq13b_52bf1df903868f1b06000013,0.2,-0.0,1
bioasq_train,bioasq13b_52bf1df903868f1b06000013,0.25,-0.0,1
bioasq_train,bioasq13b_52bf1df903868f1b06000013,0.3,-0.0,1
bioasq_train,bioasq13b_5319ac7fb166e2b806000033,0.05,0.21732201127364886,2
bioasq_train,bioasq13b_5319ac7fb166e2b806000033,0.1,-0.0,1
bioasq_train,bioasq13b_5319ac7fb166e2b806000033,0.15,-0.0,1
bioasq_train,bioasq13b_5319ac7fb166e2b806000033,0.2,-0.0,1
bioasq_train,bioasq13b_5319ac7fb166e2b806000033,0.25,-0.0,1
bioasq_train,bioasq13b_5319ac7fb166e2b806000033,0.3,-0.0,1
bioasq_train,bioasq13b_534428feaeec6fbd0700000a,0.05,-0.0,1
bioasq_train,bioasq13b_534428feaeec6fbd0700000a,0.1,-0.0,1
bioasq_train,bioasq13b_534428feaeec6fbd0700000a,0.15,-0.0,1
bioasq_train,bioasq13b_534428feaeec6fbd0700000a,0.2,-0.0,1
bioasq_train,bioasq13b_534428feaeec6fbd0700000a,0.25,-0.0,1
bioasq_train,bioasq13b_534428feaeec6fbd0700000a,0.3,-0.0,1
bioasq_train,bioasq13b_552016a36b348bb82c000018,0.05,-0.0,1
bioasq_train,bioasq13b_552016a36b348bb82c000018,0.1,-0.0,1
bioasq_train,bioasq13b_552016a36b348bb82c000018,0.15,-0.0,1
bioasq_train,bioasq13b_552016a36b348bb82c000018,0.2,-0.0,1
bioasq_train,bioasq13b_552016a36b348bb82c000018,0.25,-0.0,1
bioasq_train,bioasq13b_552016a36b348bb82c000018,0.3,-0.0,1
bioasq_train,bioasq13b_532f0511d6d3ac6a34000024,0.05,-0.0,1
bioasq_train,bioasq13b_532f0511d6d3ac6a34000024,0.1,-0.0,1
bioasq_train,bioasq13b_532f0511d6d3ac6a34000024,0.15,-0.0,1
bioasq_train,bioasq13b_532f0511d6d3ac6a34000024,0.2,-0.0,1
bioasq_train,bioasq13b_532f0511d6d3ac6a34000024,0.25,-0.0,1
bioasq_train,bioasq13b_532f0511d6d3ac6a34000024,0.3,-0.0,1
bioasq_train,bioasq13b_54d9071a4b1fd0d33c000007,0.05,-0.0,1
bioasq_train,bioasq13b_54d9071a4b1fd0d33c000007,0.1,-0.0,1
bioasq_train,bioasq13b_54d9071a4b1fd0d33c000007,0.15,-0.0,1
bioasq_train,bioasq13b_54d9071a4b1fd0d33c000007,0.2,-0.0,1
bioasq_train,bioasq13b_54d9071a4b1fd0d33c000007,0.25,-0.0,1
bioasq_train,bioasq13b_54d9071a4b1fd0d33c000007,0.3,-0.0,1
bioasq_train,bioasq13b_551c2cd26b348bb82c00000d,0.05,0.14118174150460758,2
bioasq_train,bioasq13b_551c2cd26b348bb82c00000d,0.1,0.14118174150460758,2
bioasq_train,bioasq13b_551c2cd26b348bb82c00000d,0.15,-0.0,1
bioasq_train,bioasq13b_551c2cd26b348bb82c00000d,0.2,-0.0,1
bioasq_train,bioasq13b_551c2cd26b348bb82c00000d,0.25,-0.0,1
bioasq_train,bioasq13b_551c2cd26b348bb82c00000d,0.3,-0.0,1
bioasq_train,bioasq13b_56e45bc651531f7e33000018,0.05,0.29228525323862886,2
bioasq_train,bioasq13b_56e45bc651531f7e33000018,0.1,-0.0,1
bioasq_train,bioasq13b_56e45bc651531f7e33000018,0.15,-0.0,1
bioasq_train,bioasq13b_56e45bc651531f7e33000018,0.2,-0.0,1
bioasq_train,bioasq13b_56e45bc651531f7e33000018,0.25,-0.0,1
bioasq_train,bioasq13b_56e45bc651531f7e33000018,0.3,-0.0,1
bioasq_train,bioasq13b_53319916d6d3ac6a3400003f,0.05,-0.0,1
bioasq_train,bioasq13b_53319916d6d3ac6a3400003f,0.1,-0.0,1
bioasq_train,bioasq13b_53319916d6d3ac6a3400003f,0.15,-0.0,1
bioasq_train,bioasq13b_53319916d6d3ac6a3400003f,0.2,-0.0,1
bioasq_train,bioasq13b_53319916d6d3ac6a3400003f,0.25,-0.0,1
bioasq_train,bioasq13b_53319916d6d3ac6a3400003f,0.3,-0.0,1
bioasq_train,bioasq13b_55152c0a46478f2f2c000004,0.05,-0.0,1
bioasq_train,bioasq13b_55152c0a46478f2f2c000004,0.1,-0.0,1
bioasq_train,bioasq13b_55152c0a46478f2f2c000004,0.15,-0.0,1
bioasq_train,bioasq13b_55152c0a46478f2f2c000004,0.2,-0.0,1
bioasq_train,bioasq13b_55152c0a46478f2f2c000004,0.25,-0.0,1
bioasq_train,bioasq13b_55152c0a46478f2f2c000004,0.3,-0.0,1
bioasq_train,bioasq13b_56bb54d3ac7ad10019000006,0.05,0.4096910013008056,3
bioasq_train,bioasq13b_56bb54d3ac7ad10019000006,0.1,-0.0,1
bioasq_train,bioasq13b_56bb54d3ac7ad10019000006,0.15,-0.0,1
bioasq_train,bioasq13b_56bb54d3ac7ad10019000006,0.2,-0.0,1
bioasq_train,bioasq13b_56bb54d3ac7ad10019000006,0.25,-0.0,1
bioasq_train,bioasq13b_56bb54d3ac7ad10019000006,0.3,-0.0,1
bioasq_train,bioasq13b_5309fa5e970c65fa6b000003,0.05,0.30102999566398114,2
bioasq_train,bioasq13b_5309fa5e970c65fa6b000003,0.1,-0.0,1
bioasq_train,bioasq13b_5309fa5e970c65fa6b000003,0.15,-0.0,1
bioasq_train,bioasq13b_5309fa5e970c65fa6b000003,0.2,-0.0,1
bioasq_train,bioasq13b_5309fa5e970c65fa6b000003,0.25,-0.0,1
bioasq_train,bioasq13b_5309fa5e970c65fa6b000003,0.3,-0.0,1
bioasq_train,bioasq13b_56c23652ef6e39474100005a,0.05,-0.0,1
bioasq_train,bioasq13b_56c23652ef6e39474100005a,0.1,-0.0,1
bioasq_train,bioasq13b_56c23652ef6e39474100005a,0.15,-0.0,1
bioasq_train,bioasq13b_56c23652ef6e39474100005a,0.2,-0.0,1
bioasq_train,bioasq13b_56c23652ef6e39474100005a,0.25,-0.0,1
bioasq_train,bioasq13b_56c23652ef6e39474100005a,0.3,-0.0,1
bioasq_train,bioasq13b_52f89fba2059c6d71c00004f,0.05,-0.0,1
bioasq_train,bioasq13b_52f89fba2059c6d71c00004f,0.1,-0.0,1
bioasq_train,bioasq13b_52f89fba2059c6d71c00004f,0.15,-0.0,1
bioasq_train,bioasq13b_52f89fba2059c6d71c00004f,0.2,-0.0,1
bioasq_train,bioasq13b_52f89fba2059c6d71c00004f,0.25,-0.0,1
bioasq_train,bioasq13b_52f89fba2059c6d71c00004f,0.3,-0.0,1
bioasq_train,bioasq13b_5335ebb6d6d3ac6a34000054,0.05,0.2652949955741215,2
bioasq_train,bioasq13b_5335ebb6d6d3ac6a34000054,0.1,-0.0,1
bioasq_train,bioasq13b_5335ebb6d6d3ac6a34000054,0.15,-0.0,1
bioasq_train,bioasq13b_5335ebb6d6d3ac6a34000054,0.2,-0.0,1
bioasq_train,bioasq13b_5335ebb6d6d3ac6a34000054,0.25,-0.0,1
bioasq_train,bioasq13b_5335ebb6d6d3ac6a34000054,0.3,-0.0,1
bioasq_train,bioasq13b_554403395beec11c10000001,0.05,-0.0,1
bioasq_train,bioasq13b_554403395beec11c10000001,0.1,-0.0,1
bioasq_train,bioasq13b_554403395beec11c10000001,0.15,-0.0,1
bioasq_train,bioasq13b_554403395beec11c10000001,0.2,-0.0,1
bioasq_train,bioasq13b_554403395beec11c10000001,0.25,-0.0,1
bioasq_train,bioasq13b_554403395beec11c10000001,0.3,-0.0,1
bioasq_train,bioasq13b_53175e4fb166e2b806000008,0.05,-0.0,1
bioasq_train,bioasq13b_53175e4fb166e2b806000008,0.1,-0.0,1
bioasq_train,bioasq13b_53175e4fb166e2b806000008,0.15,-0.0,1
bioasq_train,bioasq13b_53175e4fb166e2b806000008,0.2,-0.0,1
bioasq_train,bioasq13b_53175e4fb166e2b806000008,0.25,-0.0,1
bioasq_train,bioasq13b_53175e4fb166e2b806000008,0.3,-0.0,1
bioasq_train,bioasq13b_5341d15dc45e133714000018,0.05,-0.0,1
bioasq_train,bioasq13b_5341d15dc45e133714000018,0.1,-0.0,1
bioasq_train,bioasq13b_5341d15dc45e133714000018,0.15,-0.0,1
bioasq_train,bioasq13b_5341d15dc45e133714000018,0.2,-0.0,1
bioasq_train,bioasq13b_5341d15dc45e133714000018,0.25,-0.0,1
bioasq_train,bioasq13b_5341d15dc45e133714000018,0.3,-0.0,1
bioasq_train,bioasq13b_55424745ed966d112c000002,0.05,0.40843137199002016,4
bioasq_train,bioasq13b_55424745ed966d112c000002,0.1,0.14118174150460758,2
bioasq_train,bioasq13b_55424745ed966d112c000002,0.15,-0.0,1
bioasq_train,bioasq13b_55424745ed966d112c000002,0.2,-0.0,1
bioasq_train,bioasq13b_55424745ed966d112c000002,0.25,-0.0,1
bioasq_train,bioasq13b_55424745ed966d112c000002,0.3,-0.0,1
bioasq_train,bioasq13b_530a34eb970c65fa6b000004,0.05,-0.0,1
bioasq_train,bioasq13b_530a34eb970c65fa6b000004,0.1,-0.0,1
bioasq_train,bioasq13b_530a34eb970c65fa6b000004,0.15,-0.0,1
bioasq_train,bioasq13b_530a34eb970c65fa6b000004,0.2,-0.0,1
bioasq_train,bioasq13b_530a34eb970c65fa6b000004,0.25,-0.0,1
bioasq_train,bioasq13b_530a34eb970c65fa6b000004,0.3,-0.0,1
bioasq_train,bioasq13b_570a7594cf1c325851000026,0.05,-0.0,1
bioasq_train,bioasq13b_570a7594cf1c325851000026,0.1,-0.0,1
bioasq_train,bioasq13b_570a7594cf1c325851000026,0.15,-0.0,1
bioasq_train,bioasq13b_570a7594cf1c325851000026,0.2,-0.0,1
bioasq_train,bioasq13b_570a7594cf1c325851000026,0.25,-0.0,1
bioasq_train,bioasq13b_570a7594cf1c325851000026,0.3,-0.0,1
bioasq_train,bioasq13b_56a8b1a5a17756b72f000004,0.05,-0.0,1
bioasq_train,bioasq13b_56a8b1a5a17756b72f000004,0.1,-0.0,1
bioasq_train,bioasq13b_56a8b1a5a17756b72f000004,0.15,-0.0,1
bioasq_train,bioasq13b_56a8b1a5a17756b72f000004,0.2,-0.0,1
bioasq_train,bioasq13b_56a8b1a5a17756b72f000004,0.25,-0.0,1
bioasq_train,bioasq13b_56a8b1a5a17756b72f000004,0.3,-0.0,1
bioasq_train,bioasq13b_530cefaaad0bf1360c000006,0.05,-0.0,1
bioasq_train,bioasq13b_530cefaaad0bf1360c000006,0.1,-0.0,1
bioasq_train,bioasq13b_530cefaaad0bf1360c000006,0.15,-0.0,1
bioasq_train,bioasq13b_530cefaaad0bf1360c000006,0.2,-0.0,1
bioasq_train,bioasq13b_530cefaaad0bf1360c000006,0.25,-0.0,1
bioasq_train,bioasq13b_530cefaaad0bf1360c000006,0.3,-0.0,1
bioasq_train,bioasq13b_55476a3ff35db75526000003,0.05,0.2775280104064451,3
bioasq_train,bioasq13b_55476a3ff35db75526000003,0.1,-0.0,1
bioasq_train,bioasq13b_55476a3ff35db75526000003,0.15,-0.0,1
bioasq_train,bioasq13b_55476a3ff35db75526000003,0.2,-0.0,1
bioasq_train,bioasq13b_55476a3ff35db75526000003,0.25,-0.0,1
bioasq_train,bioasq13b_55476a3ff35db75526000003,0.3,-0.0,1
bioasq_train,bioasq13b_530cefaaad0bf1360c000009,0.05,-0.0,1
bioasq_train,bioasq13b_530cefaaad0bf1360c000009,0.1,-0.0,1
bioasq_train,bioasq13b_530cefaaad0bf1360c000009,0.15,-0.0,1
bioasq_train,bioasq13b_530cefaaad0bf1360c000009,0.2,-0.0,1
bioasq_train,bioasq13b_530cefaaad0bf1360c000009,0.25,-0.0,1
bioasq_train,bioasq13b_530cefaaad0bf1360c000009,0.3,-0.0,1
bioasq_train,bioasq13b_52fa74252059c6d71c00005b,0.05,0.4729032506370176,4
bioasq_train,bioasq13b_52fa74252059c6d71c00005b,0.1,0.34822537285722394,3
bioasq_train,bioasq13b_52fa74252059c6d71c00005b,0.15,0.14118174150460758,2
bioasq_train,bioasq13b_52fa74252059c6d71c00005b,0.2,-0.0,1
bioasq_train,bioasq13b_52fa74252059c6d71c00005b,0.25,-0.0,1
bioasq_train,bioasq13b_52fa74252059c6d71c00005b,0.3,-0.0,1
bioasq_train,bioasq13b_56f3f94109dd18d46b000001,0.05,-0.0,1
bioasq_train,bioasq13b_56f3f94109dd18d46b000001,0.1,-0.0,1
bioasq_train,bioasq13b_56f3f94109dd18d46b000001,0.15,-0.0,1
bioasq_train,bioasq13b_56f3f94109dd18d46b000001,0.2,-0.0,1
bioasq_train,bioasq13b_56f3f94109dd18d46b000001,0.25,-0.0,1
bioasq_train,bioasq13b_56f3f94109dd18d46b000001,0.3,-0.0,1
bioasq_train,bioasq13b_530cefaaad0bf1360c00000b,0.05,-0.0,1
bioasq_train,bioasq13b_530cefaaad0bf1360c00000b,0.1,-0.0,1
bioasq_train,bioasq13b_530cefaaad0bf1360c00000b,0.15,-0.0,1
bioasq_train,bioasq13b_530cefaaad0bf1360c00000b,0.2,-0.0,1
bioasq_train,bioasq13b_530cefaaad0bf1360c00000b,0.25,-0.0,1
bioasq_train,bioasq13b_530cefaaad0bf1360c00000b,0.3,-0.0,1
bioasq_train,bioasq13b_54f09a5894afd6150400001c,0.05,-0.0,1
bioasq_train,bioasq13b_54f09a5894afd6150400001c,0.1,-0.0,1
bioasq_train,bioasq13b_54f09a5894afd6150400001c,0.15,-0.0,1
bioasq_train,bioasq13b_54f09a5894afd6150400001c,0.2,-0.0,1
bioasq_train,bioasq13b_54f09a5894afd6150400001c,0.25,-0.0,1
bioasq_train,bioasq13b_54f09a5894afd6150400001c,0.3,-0.0,1
